2204575,ABAZOVKA, Ukraine,2,,
2208439,ABAMELYKOVE, Ukraine,2,47.978875,29.262881
2204551,AVGUSTOVSKIY, Ukraine,2,,
2215222,AVDAKOVO, Ukraine,2,,
2214039,AVDIYIVKA, Ukraine,2,48.148887,37.732647
2204029,AVTOSTANCIYA, Ukraine,2,,
2208349,ADABASH, Ukraine,2,48.353091,31.479815
2210937,ADAMOVSKOE, Ukraine,2,,
2200221,ADAMPIL, Ukraine,2,49.667968,27.673914
2210805,AZOVSKA, Ukraine,2,45.590667,34.56498
2210766,AYVAZOVSKA, Ukraine,2,45.058409,35.390909
2201195,AKADEMGORODOK, Ukraine,2,,
2210675,AKYMIVKA, Ukraine,2,46.680556,35.16449
2208483,AKKARZHA, Ukraine,2,46.33206,30.558719
2204738,AKSYUTOVKA, Ukraine,2,,
2214097,ALEBASTROVAYA, Ukraine,2,,
2208380,OLEKSANDRIYA, Ukraine,2,48.673809,33.133147
2218524,ALEKSANDRIYA-ROVENSKAYA, Ukraine,2,,
2209384,OLEKSANDRIVKA, Ukraine,2,47.641152,31.300799
2204632,ALEKSANDROVKA, Ukraine,2,,
2210255,ALEKSANDROVKA, Ukraine,2,,
2208011,ALEKSANDROVKA, Ukraine,2,,
2214032,ALEKSANDROVKA, Ukraine,2,,
2204855,ALEKSINO, Ukraine,2,,
2208495,ALIYAHA, Ukraine,2,45.790007,29.187665
2200286,ALTYNIVKA, Ukraine,2,51.452852,33.221128
2213801,ALUSGTA, Ukraine,2,,
2214247,AMVROSIYIVKA, Ukraine,2,47.799753,38.490043
2210044,AMETHAN-SULTAN, Ukraine,2,,
2218335,ANGELOVKA, Ukraine,2,,
2204945,ANDREEVKA, Ukraine,2,,
2204539,ANDRIYASHIVKA, Ukraine,2,,
2204495,AMBARY, Ukraine,2,51.001516,34.46409
2200163,ANDRUSOVO, Ukraine,2,,
2200153,ANDRUSGEVKA, Ukraine,2,,
2200217,ANTONINY, Ukraine,2,49.790805,26.988517
2209507,ANTONIVKA, Ukraine,2,51.311195,26.303067
2214430,ANTRACIT, Ukraine,2,,
2210830,APOSTOLOVE, Ukraine,2,47.658312,33.69436
2210685,ARMYANSK, Ukraine,2,46.114588,33.70328
2210767,AROMATNAYA, Ukraine,2,,
2205640,ARTEMOVKA, Ukraine,2,,
2214254,ARTEMOVSK 1, Ukraine,2,,
2214180,ARTEMIVSK 2, Ukraine,2,48.588756,37.9862
2208490,ARTSYZ, Ukraine,2,45.996584,29.421631
2214274,ASLANOVO, Ukraine,2,,
2204890,AHTYRKA, Ukraine,2,,
2201189,BABAKIVKA, Ukraine,2,51.173411,34.133627
2205642,BABARIKOVSKAYA, Ukraine,2,,
2204688,BABENKOVO, Ukraine,2,,
2218120,ANTONIVKA, Ukraine,2,51.311195,26.303067
2200703,BABICHEVSKIY, Ukraine,2,,
2210737,BAHEROVE, Ukraine,2,45.374938,36.300822
2200365,BAGLAI, Ukraine,2,,
2210768,BAHLIY, Ukraine,2,48.480946,34.647526
2201238,BADIVKA, Ukraine,2,50.377393,26.627251
2204752,BAZA, Ukraine,2,,
2209366,BAYKOVSCHINA OP, Ukraine,2,,
2214078,BAYRAK, Ukraine,2,48.315356,38.131561
2204509,BAKYRIVKA, Ukraine,2,50.400722,35.067354
2200697,BAKLANOVO, Ukraine,2,,
2204394,BAKSGEEVKA, Ukraine,2,,
2210240,BALABINO, Ukraine,2,,
2204467,BALAKLIYA, Ukraine,2,49.465544,36.869087
2200233,BALYN, Ukraine,2,48.909823,26.637626
2204484,BALKI, Ukraine,2,,
2210969,BALOVKA, Ukraine,2,,
2208512,BALOVNE, Ukraine,2,47.09212,31.931335
2208550,BALTA, Ukraine,2,47.874104,29.626708
2208421,BANDURKA, Ukraine,2,48.123813,31.035967
2218266,BANILOV, Ukraine,2,,
2214049,BANTYSGEVO, Ukraine,2,,
2200247,BAR, Ukraine,2,49.074034,27.683256
2208467,BARABOY, Ukraine,2,46.253225,30.523738
2204914,BARANOVE, Ukraine,2,,
2200292,BARANNE, Ukraine,2,50.331386,26.8255
2214047,BARVINKOVE, Ukraine,2,48.895077,37.023103
2200786,BARVINOVKA, Ukraine,2,,
2208121,BARVINOK, Ukraine,2,,
2218130,BARKASOVO, Ukraine,2,,
2200062,BARYSHIVKA, Ukraine,2,50.346523,31.316394
2200350,BASKAKI, Ukraine,2,,
2218405,BASIV KUT, Ukraine,2,,
2204499,BASY, Ukraine,2,50.862647,34.885849
2218127,BATOVO, Ukraine,2,48.361502,22.384786
2218475,BATRAD, Ukraine,2,,
2210743,BATURYNSKA, Ukraine,2,47.87278,33.483804
2218573,BATYATYCHI, Ukraine,2,50.110453,24.333861
2200032,BAKHMACH-KYIVSKY, Ukraine,2,51.180769,32.800572
2200030,BAKHMACH-PASAZHYRSKY, Ukraine,2,51.188102,32.841643
2200031,BAHMACH-TOVARNYY, Ukraine,2,,
2214151,BAHMUTOVKA, Ukraine,2,,
2210895,BAKHCHYSARAY, Ukraine,2,44.755751,33.849077
2208122,BASGTANKA, Ukraine,2,,
2218555,BEDEVLYA, Ukraine,2,,
2204566,BEEVO, Ukraine,2,,
2204946,BEZDRIK, Ukraine,2,,
2204160,BEZLYUDOVKA, Ukraine,2,,
2204685,BEZRUKOVKA, Ukraine,2,,
2204906,BEZRUCHKI, Ukraine,2,,
2204604,BILANY, Ukraine,2,49.142146,33.68597
2218388,BELAYA, Ukraine,2,,
2208521,BILA KRYNYTSYA, Ukraine,2,47.350923,33.19566
2200180,BILA TSERKVA, Ukraine,2,49.812178,30.109893
2218156,BILA CHORTKIVSKA, Ukraine,2,,
2208560,BILHOROD-DNISTROVSKY, Ukraine,2,46.185095,30.338838
2200148,BILHORODKA, Ukraine,2,50.033349,26.627179
2204787,BELECKOVKA, Ukraine,2,,
2218508,BILYN, Ukraine,2,48.105513,24.257109
2200082,BELICHI, Ukraine,2,,
2201265,BELKI, Ukraine,2,,
2218239,BELOBOZHNICA, Ukraine,2,,
2204537,BILOVODY, Ukraine,2,50.655094,33.489095
2200359,BILOHIRYA, Ukraine,2,,
2208341,BILOZIR`YA, Ukraine,2,49.308276,31.950991
2200101,BILOKOROVYCHI, Ukraine,2,51.117511,28.052123
2214375,BILOKURAKYNE, Ukraine,2,49.548594,38.717685
2204440,BILOPILLYA, Ukraine,2,51.140777,34.272085
2200695,BILOSILLYA, Ukraine,2,,
2201144,BILOUS, Ukraine,2,51.494204,31.161048
2204393,BELYY KOLODEZ, Ukraine,2,,
2210697,BILMANKA, Ukraine,2,47.264656,36.489558
2204172,BILYAYIVKA, Ukraine,2,49.263451,36.306598
2210829,BERDA, Ukraine,2,46.794203,36.770308
2200120,BERDYCHIV, Ukraine,2,49.888548,28.615124
2200117,BERDYCHIV-ZHYTOMYRSKY, Ukraine,2,49.917193,28.598092
2210690,BERDYANSK, Ukraine,2,46.753513,36.80439
2218129,BEREHOVE, Ukraine,2,48.202115,22.630808
2218079,BEREGOMET, Ukraine,2,,
2218643,BEREZHANY, Ukraine,2,,
2200262,BEREZHEST, Ukraine,2,51.470001,28.951713
2210968,BEREZANOVKA, Ukraine,2,,
2200061,BEREZAN, Ukraine,2,50.328304,31.500989
2208612,BEREZYNE, Ukraine,2,46.229801,29.206305
2201282,BEREZKA, Ukraine,2,,
2208523,BEREZNEHUVATE, Ukraine,2,47.243653,32.991913
2204671,BEREZNIK, Ukraine,2,,
2218144,BEREZOVYTSYA-OSTRIV, Ukraine,2,49.490772,25.605507
2208473,BEREZIVKA, Ukraine,2,47.19229,30.941994
2204969,BEREKA, Ukraine,2,,
2204711,BERESTOVAYA, Ukraine,2,,
2204481,BERESTOVENKI, Ukraine,2,,
2219012,BERLEBASG, Ukraine,2,,
2209511,BERSGAD, Ukraine,2,,
2204816,BESEDOVSCHINA, Ukraine,2,,
2218959,BESKIT, Ukraine,2,48.761391,23.325664
2204471,BEZPALIVKA, Ukraine,2,49.590127,36.169901
2214567,BESCHINSKAYA, Ukraine,2,,
2200106,BEKHY, Ukraine,2,51.072478,28.678221
2209338,BESHKETOVE, Ukraine,2,,
2204548,BILMACHEVKA, Ukraine,2,,
2218084,BILCHE, Ukraine,2,,
2201134,BIRYUKI, Ukraine,2,,
2214303,BIRYUKOVO RZD, Ukraine,2,,
2218157,BISKOVICHI, Ukraine,2,,
2210020,BLAGOSLOVENIE, Ukraine,2,,
2201122,ANISOVO, Ukraine,2,,
2208519,BLAKYTNE, Ukraine,2,47.411248,33.442868
2214043,BLYZNYUKY, Ukraine,2,,
2204654,BLO POST 134 KM, Ukraine,2,,
2214056,BLOK POST 10 KM, Ukraine,2,,
2214042,BLOK POST 1164 KM, Ukraine,2,,
2209340,BLOK POST 1437 KM, Ukraine,2,,
2218378,BLOK POST 154 KM, Ukraine,2,,
2214084,BLOK POST 16 KM, Ukraine,2,,
2214085,BLOK POST 160 KM, Ukraine,2,,
2204647,BLOK POST 252 KM, Ukraine,2,,
2218383,BLOK POST 263 KM, Ukraine,2,,
2214069,BLOK POST 6 KM, Ukraine,2,,
2218382,BLOK POST 67 KM, Ukraine,2,,
2204052,BLOK POST 98 KM, Ukraine,2,,
2214286,BLOK-POST 357 KM, Ukraine,2,,
2214285,BLOK-POST 375 KM, Ukraine,2,,
2214284,BLOK-POST 394 KM, Ukraine,2,,
2204536,BLOTNYTSYA, Ukraine,2,50.851929,33.027217
2201267,BLYDNI, Ukraine,2,,
2201235,BOBRYK, Ukraine,2,50.64691,31.037224
2208132,BOBRINEC, Ukraine,2,,
2200051,BOBROVYTSYA, Ukraine,2,50.763561,31.371667
2218330,BOVSGEV, Ukraine,2,,
2208369,BOHACHEVE, Ukraine,2,49.01764,31.048956
2201142,BOGDANKA, Ukraine,2,,
2201149,BOHDANIVKA, Ukraine,2,48.750213,32.496654
2200331,BOGDANOVKA, Ukraine,2,,
2218980,BOGDANOVKA-KAMENKA, Ukraine,2,,
2200265,BOHDANIVTSI, Ukraine,2,49.373044,27.142641
2210320,BOHEMKA, Ukraine,2,45.775275,34.269192
2204516,BOHODUKHIV, Ukraine,2,50.155717,35.492428
2200128,BOGUNSKIY, Ukraine,2,,
2200696,BOGUSLAV, Ukraine,2,,
2209516,BOGUSLAVEC RZD, Ukraine,2,,
2210772,BOGUSLAVSKIY, Ukraine,2,,
2204545,BODAKVA, Ukraine,2,50.290957,33.458373
2218196,BODNAROV, Ukraine,2,,
2210945,BOZHEDAROVKA, Ukraine,2,,
2204531,BOZHKOVE, Ukraine,2,49.659075,34.789487
2208301,BOLGRAD, Ukraine,2,,
2218192,BOLEKHIV, Ukraine,2,49.063516,23.871965
2204999,BOLSGAYA KAHNOVKA, Ukraine,2,,
2208543,VELYKI KOPANI, Ukraine,2,46.507061,32.994015
2200216,VELYKI PUZYRKY, Ukraine,2,,
2210865,VELYKY TOKMAK, Ukraine,2,47.233864,35.719199
2210243,BOLSGOY UTLYUG, Ukraine,2,,
2200255,BONDARIVKA, Ukraine,2,51.403244,32.427448
2218140,BORZHAVA, Ukraine,2,48.16419,22.722247
2214191,BORJIKOVKA, Ukraine,2,48.393627,38.470792
2200064,BORYSPIL, Ukraine,2,50.376922,30.946351
2204218,BORKI, Ukraine,2,,
2218166,BORKI-VELIKIE, Ukraine,2,,
2204801,BOROVSKAYA YUZHNAYA, Ukraine,2,,
2200088,BORODYANKA, Ukraine,2,50.629303,29.893893
2204507,BOROMLYA, Ukraine,2,50.65072,34.877693
2218191,BORTNIKI, Ukraine,2,,
2208605,BORSGEVKA, Ukraine,2,,
2201150,BORSCHAGOVKA, Ukraine,2,,
2200409,BORSCHAGOVKA TEHNICHESKAYA, Ukraine,2,,
2218391,BORSCHEV, Ukraine,2,,
2208441,BORSHCHI, Ukraine,2,47.865376,29.494997
2218073,BORSHCHOVYCHI, Ukraine,2,,
2218097,BORYNYCHI, Ukraine,2,49.493844,24.220871
2201190,BOTANICHESKAYA, Ukraine,2,,
2218839,BOYANY, Ukraine,2,48.259025,26.136959
2200140,BOYARKA, Ukraine,2,50.314696,30.29907
2204562,BOYARSKIY, Ukraine,2,,
2210769,BRAHYNIVKA, Ukraine,2,48.431017,36.488013
2215258,BRAZOL, Ukraine,2,,
2200243,BRAYILIV, Ukraine,2,49.085977,28.140086
2210843,BRANNE POLE, Ukraine,2,45.265001,35.644441
2218324,BRANY, Ukraine,2,,
2204572,BRATESHKY, Ukraine,2,49.679516,34.037175
2214417,BRATKI, Ukraine,2,,
2219009,BRATKIVTSI, Ukraine,2,48.823807,24.719633
2208531,BRATOLYUBIVKA, Ukraine,2,46.832545,33.858904
2205604,BRATSKOE OZERO, Ukraine,2,,
2210254,BRATSKOE PL, Ukraine,2,,
2201251,BRIGADNYY, Ukraine,2,,
2208544,BRYLIVKA, Ukraine,2,46.424182,33.157814
2200053,BROVARY, Ukraine,2,50.514567,30.813436
2200152,BRIVKY, Ukraine,2,49.921972,29.205919
2218150,BRODY, Ukraine,2,50.07372,25.141626
2218287,BROSGNEV, Ukraine,2,,
2214440,BRUSYN, Ukraine,2,48.93155,37.770906
2200015,BRYULOVECKIY, Ukraine,2,,
2218074,BRYUHOVICHI, Ukraine,2,,
2218835,BUBNOV, Ukraine,2,,
2200794,BUG, Ukraine,2,,
2208486,BUHAZ, Ukraine,2,46.064505,30.45119
2200698,BUDKI, Ukraine,2,,
2204904,BUDY, Ukraine,2,,
2210776,BUZOVKA, Ukraine,2,,
2200699,BUYVOLOVECKIY, Ukraine,2,,
2218445,BUKACHIVTSI, Ukraine,2,49.259236,24.495019
2204169,BUKINO, Ukraine,2,,
2204637,BUKLEVSKOE, Ukraine,2,,
2214203,BULAVIN, Ukraine,2,,
2214107,BUNKERNAYA, Ukraine,2,,
2214111,BUNCHUZHNYY, Ukraine,2,,
2214516,BURBULATOVSKAYA, Ukraine,2,,
2218456,BURDYUG, Ukraine,2,,
2204397,BURLUK, Ukraine,2,,
2204778,BURLUCKIY, Ukraine,2,,
2204599,BURTY, Ukraine,2,48.974359,33.317696
2210714,BURCHATSK, Ukraine,2,47.358358,35.32933
2218204,BURSHTYN, Ukraine,2,49.216626,24.647912
2209487,BUCENOVKA, Ukraine,2,,
2218225,BUCNEV, Ukraine,2,,
2200084,BUCHA, Ukraine,2,50.547451,30.218976
2218397,BUCHACH, Ukraine,2,,
2201161,BUSGEVO, Ukraine,2,,
2201207,BUSGINKA, Ukraine,2,,
2218160,BUSHTYNA, Ukraine,2,,
2208475,BUYALYK, Ukraine,2,46.91039,30.720137
2201287,BYSTRA, Ukraine,2,,
2218281,BYSTRICA, Ukraine,2,,
2203800,BYURO-ZAKAZ, Ukraine,2,,
2204964,VAGONZAVOD, Ukraine,2,,
2208546,VADYM, Ukraine,2,46.181994,33.596929
2218075,VADUL-SIRET, Ukraine,2,48.023742,25.960279
2204662,VAKULYNTSI, Ukraine,2,49.616055,34.627377
2200797,VAKULENCHUK, Ukraine,2,,
2215265,VALUYSKAYA, Ukraine,2,,
2214207,VALYANOVSKIY, Ukraine,2,,
2218233,VANCHYKIVTSI, Ukraine,2,48.226551,26.436458
2218900,VANKOVICHI, Ukraine,2,,
2208430,VAPNYARKA, Ukraine,2,48.533606,28.746862
2218050,VAPNYARKI, Ukraine,2,,
2210311,VARVARIVKA, Ukraine,2,48.704534,35.985935
2204154,VARVAROVSKIY, Ukraine,2,,
2200358,VARYVODKY, Ukraine,2,49.98732,26.327285
2209519,VASYLKIV, Ukraine,2,48.992647,31.30441
